Horror Wiki Index,char index,actor,character,stripped character
255,8,Mary Grace Canfield,Miss Foley,miss foley
255,9,Bruce M. Fischer,Mr. Cooger,mr cooger
255,10,Arthur Hill,The Narrator,narrator
318,0,Angela O'Neill,Laura Beth Henkel,laura beth henkel
318,1,Wendy Martel,Linda Dawn Grant,linda dawn grant
318,2,Pamela Ross,Sara,sara
318,3,Nicole Rio,Tracy,tracy
318,4,John C. Russell,"Robert ""Bobby"" Henkel",robert bobby henkel
318,5,Marcus Vaughter,Andy,andy
318,6,Vinnie Bilancio,John Raden Minor,john raden minor
318,7,Joe Nassi,Craig,craig
318,8,Mary Anne,Mrs. Lawrence,mrs lawrence
318,9,Gillian Frank,Dr. Lindsey,dr lindsey
318,10,Joseph Mansier,Technician,technician
318,11,Axel Roberts,Larry Bronkowski,larry bronkowski
318,12,Fitzhough Huston,Detective Gilbert,detective gilbert
448,0,Gail Harris,Linda,linda
448,1,Melissa Moore,Jessica,jessica
448,2,Stacia Zhivago,Kimberly,kimberly
448,3,Barbii,Suzanne,suzanne
448,4,Dana Bentley,Janey,janey
448,5,Jürgen Baum,Lt. Mike Block,lt mike block
448,6,Toni Naples,Sgt. Phyliss Shawlee,sgt phyliss shawlee
448,7,Mike Elliott,Eddie,eddie
448,8,Bridget Carney,Candy,candy
448,9,Peter Spellos,Orville Ketchum,orville ketchum
448,10,Michael Villella,Hockstatter,hockstatter
896,0,Briana Evigan,Cassidy Tappan,cassidy tappan
896,1,Leah Pipes,Jessica Pierson,jessica pierson
896,2,Rumer Willis,Ellie Morris,ellie morris
896,3,Jamie Chung,Claire Wen,claire wen
896,4,Margo Harshman,"Charlene ""Chugs"" Bradley",charlene chugs bradley
896,5,Julian Morris,Andy Richards,andy richards
896,6,Audrina Patridge,Megan Blaire,megan blaire
896,7,Caroline D'Amore,Maggie Blaire,maggie blaire
896,8,Carrie Fisher,Mrs. Crenshaw,mrs crenshaw
896,9,Matt O'Leary,Garrett Bradley,garrett bradley
896,10,Matt Lanter,Kyle Tyson,kyle tyson
256,0,Peter Fonda,Dr. Tom Brasilian,dr tom brasilian
256,1,Oliver Reed,Jason Kincaid,jason kincaid
256,2,Kerrie Keane,Suzanne Cavadon,suzanne cavadon
256,3,Al Waxman,Warren Crowley,warren crowley
256,4,Marilyn Lightstone,Dr. Claire Rothman,dr claire rothman
256,5,Angus MacInnes,Deacon Tyrone,deacon tyrone
256,6,Miguel Fernandes,Mendes,mendes
256,7,Gerard Parkes,Capt. Novack,capt novack
256,8,William Needles,Dean Franklin,dean franklin
256,9,George Bloomfield,Rev. Thomas Thanner,rev thomas thanner
256,10,Laurie Brown,Allison,allison
256,11,Julie Khaner,Marcie,marcie
256,12,Harvey Chao,Dr. Lee,dr lee
256,13,Patrick Brymer,Keith,keith
256,14,Denis Simpson,Abo Shaman,abo shaman
256,15,Sandra Awalt,Sharon,sharon
256,16,Al Maini,Abo Interpreter,abo interpreter
565,0,Michael Jai White,Albert Simmons/Spawn,albert simmons spawn
565,1,John Leguizamo,Clown/The Violator,clown violator
565,2,Martin Sheen,Jason Wynn,jason wynn
565,3,Theresa Randle,Wanda Blake Simmons-Fitzgerald,wanda blake simmons fitzgerald
565,4,Nicol Williamson,Cogliostro,cogliostro
565,5,D. B. Sweeney,Terry Fitzgerald,terry fitzgerald
565,6,Melinda Clarke,Jessica Priest,jessica priest
565,7,Miko Hughes,Zack,zack
565,8,Sydni Beaudoin,Cyan Simmons-Fitzgerald,cyan simmons fitzgerald
565,9,Michael Papajohn,Glen,glen
565,10,Frank Welker,the voice of Malebolgia,voice of malebolgia
528,0,Natashe Henstridge,"Sil
Michelle Williams as Young Sil",sil michelle williams as young sil
528,1,Michelle Williams,Young Sil,young sil
528,2,Ben Kingsley,Xavier Fitch,xavier fitch
528,3,Michael Madsen,"Preston ""Press"" Lennox",preston press lennox
528,4,Alfred Molina,Dr. Stephen Arden,dr stephen arden
528,5,Forest Whitaker,Dan Smithson,dan smithson
528,6,Marg Helgenberger,Dr. Laura Baker,dr laura baker
528,7,Whip Hubley,John Carey,john carey
822,0,Helena Mattsson,Miranda Hollander,miranda hollander
822,1,Ben Cross,Tom Hollander,tom hollander
822,2,Dominic Keating,Forbes Maguire,forbes maguire
822,3,Marlene Favela,Azura,azura
822,4,Meagen Fay,Celeste,celeste
822,5,Roger Cudney,Leland Fisk,leland fisk
822,6,Mauricio Martinez,Dalton,dalton
822,7,Felipe de Lara,Burke,burke
822,8,Julian Sedgwick,Logan Wilson,logan wilson
822,9,Marco Bacuzzi,Rinaldo,rinaldo
583,0,Natasha Henstridge,Eve,eve
583,1,Michael Madsen,Press Lennox,press lennox
583,2,Marg Helgenberger,Dr. Laura Baker,dr laura baker
583,3,James Cromwell,U.S. Senator Judson Ross,us senator judson ross
583,4,Mykelti Williamson,Dennis Gamble,dennis gamble
583,5,Richard Belzer,U.S. President,us president
583,6,Justin Lazard,Patrick Ross,patrick ross
583,7,Sarah Wynter,Melissa,melissa
703,0,Sunny Mabrey,Sara,sara
703,1,Natasha Henstridge,Eve,eve
703,2,Robert Knepper,Dr. Abbot,dr abbot
703,3,Robin Dunne,Dean,dean
703,4,Amelia Cooke,Amelia,amelia
703,5,John Paul Pitoc,Hastings,hastings
703,6,Michael Warren,Agent Wasach,agent wasach
703,7,Christopher Neame,Dr. Nicholas Turner,dr nicholas turner
703,8,Patricia Bethune,Colleen,colleen
703,9,Joel Stoffer,Portus,portus
703,10,James Leo Ryan,Yosef,yosef
703,11,Savanna Fields,Young Sara,young sara
1122,0,James McAvoy,Kevin Wendell Crumb / The Horde,kevin wendell crumb horde
1122,1,Anya Taylor-Joy,Casey Cooke,casey cooke
1122,2,Izzie Coffey,5-year-old Casey,5 year old casey
1122,3,Betty Buckley,Dr. Karen Fletcher,dr karen fletcher
1122,4,Haley Lu Richardson,Claire Benoit,claire benoit
1122,5,Jessica Sula,Marcia,marcia
1122,6,Brad William Henke,John,john
1122,7,Sebastian Arcelus,Mr. Cooke,mr cooke
1122,8,Neal Huff,Mr. Benoit,mr benoit
1122,9,Kim Director,Hannah,hannah
1122,10,Lyne Renée,Academic Moderator,academic moderator
1122,11,M. Night Shyamalan,Jai,jai
1122,12,Rosemary Howard,Mrs. Crumb,mrs crumb
1122,13,Bruce Willis,David Dunn,david dunn
490,0,Rutger Hauer,Harley Stone,harley stone
490,1,Kim Cattrall,Michelle McLaine,michelle mclaine
490,2,Neil Duncan,Dick Durkin,dick durkin
490,3,Michael J. Pollard,The Rat Catcher,rat catcher
490,4,Alun Armstrong,Thrasher,thrasher
490,5,Pete Postlethwaite,Paulsen,paulsen
490,6,Ian Dury,Jay Jay,jay jay
490,7,Roberta Eaton,Robin,robin
490,8,Tony Steedman,O'Donnell,odonnell
449,0,Brad Dourif,Sam,sam
449,1,Cynthia Bain,Cynthia Bain,cynthia bain
449,2,Jon Cypher,Dr. Marsh,dr marsh
449,3,William Prince,Lew Orlander,lew orlander
449,4,Melinda Dillon,Nina,nina
449,5,Dey Young,Rachel,rachel
351,0,Barbara Cupisti,Alicia,alicia
351,1,David Brandon,Peter,peter
351,2,Mary Sellers,Laurel,laurel
351,3,Robert Gligorov,Danny,danny
351,4,Jo Ann Smith,Sybil,sybil
351,5,Giovanni Lombardo Radice,Brett,brett
351,6,Martin Philips,Mark,mark
351,7,Piero Vida,Ferrari,ferrari
351,8,Loredana Parrella,Corinne,corinne
351,9,Ulrike Schwerk,Betty,betty
351,10,Domenico Fiore,Police Chief,police chief
351,11,Mickey Knox,Old Cop,old cop
351,12,Clain Parker,Irving Wallace,irving wallace
351,13,James Sampson,Willy,willy
351,14,Richard Barkeley,Dr. Porter,dr porter
351,15,Danny Gordon,Dancer,dancer
351,16,Claude Jurman,Dancer,dancer
351,17,Mark Parkinson,Dancer,dancer
351,18,Helen Porter,Dancer,dancer
351,19,Dominique Portier,Dancer,dancer
351,20,Rackel Roskoff,Dancer,dancer
351,21,Frank Senica,Dancer,dancer
351,22,Simone Sadon,Dancer,dancer
351,23,Albert Schultz,Dancer,dancer
351,24,Sandi Schultz,Dancer,dancer
351,25,Luigi Montefiori,Irving Wallace,irving wallace
775,0,John Foster,Hutch MacNeil,hutch macneil
775,1,Samaire Armstrong,Abigail,abigail
775,2,Sophia Bush,October Bantum,october bantum
775,3,Frankie Muntz,Swink Sylvania,swink sylvania
775,4,Jimmi Simpson,Phineus Bantum,phineus bantum
775,5,Milo Ventimiglia,Loomis Crowley,loomis crowley
775,6,Adam Goldberg,Miller Banks,miller banks
775,7,Maria Kalinina,Countess Elizabeth Bathory,countess elizabeth bathory
352,0,Terry O'Quinn,Jerry Blake/Henry Morrison/Bill Hoskins/The Stepfather,jerry blake henry morrison bill hoskins stepfather
352,1,Shelley Hack,Susan Maine,susan maine
352,2,Jill Schoelen,Stephine Maine,stephine maine
352,3,Charles Lanyer,Dr. A. Bondurant,dr a bondurant
352,4,Stephen Shellen,"James ""Jim"" Ogilvie",james jim ogilvie
903,0,Dylan Walsh,David Harris/Grady Edwards/Gregory Sykes/Chris Ames/The Stepfather,david harris grady edwards gregory sykes chris ames stepfather
903,1,Sela Ward,Susan Harding,susan harding
903,2,Penn Badgley,Michael Harding,michael harding
903,3,Amber Heard,Kelly Porter,kelly porter
903,4,Sherry Stringfield,Leah,leah
903,5,Paige Turco,Jackie Kerns,jackie kerns
903,6,Jon Tenney,Jay Harding,jay harding
903,7,Nancy Linehan Charles,Mrs. Cutters,mrs cutters
903,8,Marcuis Harris,Detective Shay,detective shay
903,9,Braeden Lemasters,Sean Harding,sean harding
903,10,Deirdre Lovejoy,Detective Tylar,detective tylar
903,11,Skyler Samuels,Beth Harding,beth harding
76,0,Katharine Ross,Joanna Eberhart,joanna eberhart
76,1,Paula Prentiss,Bobbie Markowe,bobbie markowe
76,2,Peter Masterson,Walter Eberhart,walter eberhart
76,3,Nanette Newman,Carol van Sant,carol van sant
76,4,Tina Louise,Charmaine Wimperis,charmaine wimperis
76,5,Patrick O'Neal,"Dale ""Diz"" Coba",dale diz coba
76,6,Josef Sommer,Ted van Sant,ted van sant
76,7,Franklin Cover,Ed Wimperis,ed wimperis
450,0,Tim Curry,Pennywise the Dancing Clown/IT,pennywise dancing clown it
450,1,Richard Thomas,"adult Bill Denbrough
Jonathan Brandis as Young Bill Denbrough",adult bill denbrough jonathan brandis as young bill denbrough
450,2,Jonathan Brandis,Young Bill Denbrough,young bill denbrough
450,3,Tim Reid,"adult Mike Hanlon
Marlon Taylor as Young Mike Hanlon",adult mike hanlon marlon taylor as young mike hanlon
450,4,Marlon Taylor,Young Mike Hanlon,young mike hanlon
450,5,John Ritter,"adult Ben Hanscom
Brandon Crane as Young Ben Hanscom",adult ben hanscom brandon crane as young ben hanscom
450,6,Brandon Crane,Young Ben Hanscom,young ben hanscom
450,7,Dennis Christopher,"adult Eddie Kaspbrak
Adam Faraizl as Young Eddie Kaspbrak",adult eddie kaspbrak adam faraizl as young eddie kaspbrak
450,8,Adam Faraizl,Young Eddie Kaspbrak,young eddie kaspbrak
450,9,Annette O'Toole,"adult Beverly Marsh
Emily Perkins as Young Beverly Marsh",adult beverly marsh emily perkins as young beverly marsh
450,10,Emily Perkins,Young Beverly Marsh,young beverly marsh
450,11,Harry Anderson,"adult Richie Tozier
Seth Green as Young Richie Tozier",adult richie tozier seth green as young richie tozier
450,12,Seth Green,Young Richie Tozier,young richie tozier
450,13,Richard Masur,"adult Stanley Uris
Ben Heller as Young Stan Uris",adult stanley uris ben heller as young stan uris
450,14,Ben Heller,Young Stan Uris,young stan uris
450,15,Michael Cole,"Henry Bowers
Jarred Blancard as Young Henry Bowers",henry bowers jarred blancard as young henry bowers
450,16,Jarred Blancard,Young Henry Bowers,young henry bowers
450,17,Olivia Hussey,Audra Phillips Denbrough,audra phillips denbrough
450,18,Gabe Khouth,Victor Criss,victor criss
450,19,Drum Garrett,Belch Huggins,belch huggins
450,20,Frank C. Turner,"Alvin ""Al"" Marsh",alvin al marsh
450,21,Terence Kelly,Officer Nell,officer nell
450,22,Jay Brazeau,Derry Cab Driver,derry cab driver
450,23,Sheila Moore,Ms. Sonya Kaspbrak,ms sonya kaspbrak
450,24,Tony Dakota,Georgie Denbrough,georgie denbrough
450,25,Chelan Simmons,Laurie Anne Winterbarger,laurie anne winterbarger
450,26,William B. Davis,Mr. Gedreau,mr gedreau
450,27,Ryan Michael,Tom Rogan,tom rogan
450,28,Laura Harris,Loni,loni
602,0,Tim Daly,"Constable Michael ""Mike"" Anderson",constable michael mike anderson
602,1,Debrah Farentino,Molly Anderson,molly anderson
602,2,Dyllan Christopher,"Ralph Emerick ""Ralphie"" Anderson",ralph emerick ralphie anderson
602,3,Colm Feore,Andre Linoge,andre linoge
602,4,Jeffrey DeMunn,"Robert ""Robbie"" Beals",robert robbie beals
602,5,Nada Despotovich,"Sandra ""Sandy"" Beals",sandra sandy beals
602,6,Spencer Breslin,Donny Beals,donny beals
602,7,Denis Forest,Kirk Freeman,kirk freeman
602,8,Nicky Guadagni,Jenna Freeman,jenna freeman
602,9,Casey Siemaszko,"Alton ""Hatch"" Hatcher",alton hatch hatcher
602,10,Soo Garay,Melinda Hatcher,melinda hatcher
602,11,Skye McCole Bartusiak,Pippa Hatcher,pippa hatcher
859,0,Liv Tyler,Kristen McKay,kristen mckay
859,1,Scott Speedman,James Hoyt,james hoyt
859,2,Kip Weeks,Man in the Mask,man in mask
859,3,Gemma Ward,Dollface,dollface
859,4,Laura Margolis,Pin-Up Girl,pin up girl
859,5,Glenn Howerton,Mike,mike
859,6,Alex Fisher and Peter Clayton-Luce,Mormon boys,mormon boys
1192,0,Christina Hendricks,Cindy,cindy
1192,1,Martin Henderson,Mike,mike
1192,2,Bailee Madison,Kinsey,kinsey
1192,3,Lewis Pullman,Luke,luke
1192,4,Damian Maffei,Man in the Mask,man in mask
1192,5,Emma Bellomy,Dollface,dollface
1192,6,Lea Enslin,Pin-up Girl,pin up girl
1192,7,Mary Louise Casanta,Aunt Sheryl,aunt sheryl
1192,8,Ken Strunk,Uncle Marv,uncle marv
1192,9,Rachel Kuhn,Waitress,waitress
1192,10,Leah Roberts,Young Mother,young mother
1192,11,Preston Sadleir,Officer Brooks,officer brooks
1192,12,Gabriel A. Byrne,Young Son,young son
353,0,Mike Lackey,Fred,fred
353,1,Bill Chepil,Bill the Cop,bill cop
353,2,Vic Noto,Bronson,bronson
294,0,Michael Moriarty,"David ""Mo"" Rutherford",david mo rutherford
294,1,Andrea Marcovicci,Nicole,nicole
294,2,Garrett Morris,"Charles W. ""Chocolate Chip Charlie"" Hobbs",charles w chocolate chip charlie hobbs
294,3,Paul Sorvino,Colonel Malcolm Grommett Spears,colonel malcolm grommett spears
294,4,Scott Bloom,Jason,jason
294,5,Danny Aiello,Mr. Vickers,mr vickers
294,6,Patrick O'Neal,Fletcher,fletcher
294,7,Rutanya Alda,Psychologist,psychologist
294,8,Alexander Scourby,Evans,evans
294,9,Russell Nype,Richards,richards
294,10,Brooke Adams,Laurene Landon,laurene landon
294,11,Eric Bogosian,Supermarket clerk,supermarket clerk
294,12,Patrick Dempsey,Underground stuff buyer #2,underground stuff buyer 2
294,13,Mira Sorvino,Factory worker,factory worker
897,0,Ashley Greene,Summer Mathews,summer mathews
897,1,Peter Mooney,Tom Hoxey,tom hoxey
897,2,Barbara Niven,Gaia,gaia
897,3,Stephen McHattie,Gant Hoxey,gant hoxey
897,4,Peter Michael Dillon,Darwin,darwin
897,5,Cinthia Burke,Jessie,jessie
897,6,Paul Whitney,the Sheriff,sheriff
897,7,Sean Tucker,Cliff,cliff
957,0,John Schneider,Wade,wade
957,1,Sarah Lieving,Kat Carmichael,kat carmichael
957,2,Tim Abell,Skipper Chuck,skipper chuck
957,3,Jerry Lacy,Stewart,stewart
957,4,Ted Monte,Dr. Miller,dr miller
898,0,Alan van Sprang,"Sarge ""Nicotine"" Crockett",sarge nicotine crockett
898,1,Kenneth Welsh,Patrick O'Flynn,patrick oflynn
898,2,Kathleen Munroe,Janet O'Flynn/Jane O'Flynn,janet oflynn jane oflynn
898,3,Devon Bostick,Boy,boy
898,4,Richard Fitzpatrick,Seamus Muldoon,seamus muldoon
898,5,Athena Karkanis,Tomboy,tomboy
898,6,Stefano Di Matteo,Francisco,francisco
898,7,Joris Jarsky,Chuck,chuck
898,8,Eric Woolfe,Kenny McDonald,kenny mcdonald
898,9,Julian Richings,James O'Flynn,james oflynn
704,0,Aaron Eckhart,Thomas Mackelway,thomas mackelway
704,1,Ben Kingsley,Benjamin O'Ryan,benjamin oryan
704,2,Carrie-Anne Moss,Fran Kulok,fran kulok
704,3,Kevin Chamberlin,Harold Speck,harold speck
704,4,Harry J. Lennix,Rich Charleton,rich charleton
109,0,Jessica Harper,Suzy Bannion.,suzy bannion
109,1,Stefania Casini,Sara.,sara
109,2,Flavio Bucci,Daniel.,daniel
109,3,Miguel Bosé,Mark.,mark
109,4,Alida Valli,Miss Tanner.,miss tanner
109,5,Joan Bennett,Madame Blanc.,madame blanc
109,6,Udo Kier,Doctor Frank Mandel.,doctor frank mandel
109,7,Barbara Magnolfi,Olga.,olga
109,8,Eva Axén,Pat Hingle.,pat hingle
109,9,Rudolf Schündler,Professor Milius.,professor milius
236,0,Ray Wise,Alec Holland,alec holland
236,1,Adrienne Barbeau,Alice Cable,alice cable
236,2,Louis Jourdan,Anton Arcane,anton arcane
236,3,Dick Durock,Swamp Thing,swamp thing
236,4,David Hess,Ferret,ferret
236,5,Nicholas Worth and Tommy Madden,Bruno,bruno
236,6,Don Knight,Harry Ritter,harry ritter
236,7,Al Ruban,Charlie,charlie
236,8,Nannette Brown,Dr. Linda Holland,dr linda holland
236,9,Reggie Batts,Jude,jude
236,10,Karen Price,Karen,karen
236,11,Mimi Craven,Arcane's Secretary,arcanes secretary
236,12,Ben Bates,Arcane Monster,arcane monster
823,0,Johnny Depp,Benjamin Barker / Sweeney Todd,benjamin barker sweeney todd
823,1,Helena Bonham Carter,Nellie Lovett,nellie lovett
823,2,Alan Rickman,Judge Turpin,judge turpin
823,3,Timothy Spall,Beadle Bamford,beadle bamford
823,4,Jayne Wisener,Johanna Barker,johanna barker
823,5,Sacha Baron Cohen,Adolfo Pirelli,adolfo pirelli
823,6,Laura Michelle Kelly,Lucy Barker / Beggar Woman,lucy barker beggar woman
823,7,Jamie Campbell Bower,Anthony Hope,anthony hope
823,8,Ed Sanders,Tobias Ragg,tobias ragg
257,0,Bo Hopkins,Sheriff Dan Burke,sheriff dan burke
257,1,Susan Strasberg,Joanne Morgan,joanne morgan
257,2,Patrick Macnee,Dr. John Morgan,dr john morgan
257,3,Don Stroud,Billy Franklin,billy franklin
257,4,Dana Kimmell,Marci Burke,marci burke
257,5,Don Shanks,Jason Longshadow,jason longshadow
257,6,Aleisa Shirley,Melissa Morgan,melissa morgan
257,7,Steve Antin,Hank Burke,hank burke
257,8,Sharon Farrell,Kathy Hopkins,kathy hopkins
257,9,Logan Clarke,Jimmy,jimmy
257,10,Michael Pataki,George Martin,george martin
257,11,Henry Wilcoxon,Greyfeather,greyfeather
257,12,Larry Storch,Earl,earl
257,13,Michael Cutt,Frank,frank
257,14,Glenn Withrow,Johnny Franklin,johnny franklin
451,0,Deborah Harry,Betty,betty
451,1,Matthew Lawrence,Timmy,timmy
1005,0,Jessica Biel,Julia Dunning,julia dunning
1005,1,Jodelle Ferland,Jenny,jenny
1005,2,Stephen McHattie,Lt. Dodd,lt dodd
1005,3,Jakob Davies,David,david
1005,4,William B. Davis,Sheriff Chestnut,sheriff chestnut
737,0,Jenna Dewan,Tamara Riley,tamara riley
737,1,Matthew Marsden,Mr. Bill Natolly,mr bill natolly
737,2,Katie Stuart,Chloe,chloe
737,3,Claudette Mink,Mrs. Allison Natolly,mrs allison natolly
737,4,Chad Faust,Jesse,jesse
737,5,Bryan Clark,Shawn,shawn
737,6,Melissa Elias,Kisha,kisha
737,7,Marc Devigne,Roger,roger
737,8,Gil Hacohen,Patrick,patrick
237,0,Anthony Franciosa,Peter Neal,peter neal
237,1,John Saxon,Bullmer,bullmer
237,2,Daria Nicolodi,Anne,anne
237,3,Giuliano Gemma,Detective Giermani,detective giermani
237,4,Mirella D'Angelo,Tilde,tilde
237,5,John Steiner,Christiano Berti,christiano berti
237,6,Veronica Lario,Jane McKerrow,jane mckerrow
237,7,Christian Borromeo,Gianni,gianni
237,8,Lara Wendel,Maria Alboretto,maria alboretto
237,9,Ania Pieroni,Elsa Manni,elsa manni
237,10,Mirella Banti,Marion,marion
237,11,Carola Stagnaro,Detective Altieri,detective altieri
237,12,Eva Robin's,Girl on Beach,girl on beach
67,0,George Segal,Harry Benson,harry benson
67,1,Joan Hackett,Dr. Janet Ross,dr janet ross
67,2,Richard A. Dysart,Dr. John Ellis,dr john ellis
67,3,Jill Clayburgh,Angela Black,angela black
67,4,Donald Moffat,Dr. Arthur McPherson,dr arthur mcpherson
67,5,Michael C. Gwynne,Dr. Robert Morris,dr robert morris
67,6,Norman Burton,Det. Capt. Anders,det capt anders
67,7,William Hansen,Dr. Ezra Manon,dr ezra manon
354,0,John Ireland,Lance Haywrd,lance haywrd
354,1,Cameron Mitchell,Detective Sanders,detective sanders
354,2,Alan Hale Jr.,Jake Nelson,jake nelson
354,3,Staci Greason,Kathy,kathy
354,4,William Butler,Chip,chip
354,5,Michelle Bauer,Jo,jo
354,6,Timothy Elwell,Angel,angel
354,7,Carla Baron,Lorraine,lorraine
354,8,Ken Abraham,Greg,greg
354,9,Aldo Ray,Captain Ned,captain ned
354,10,Dan Haggerty,Ted Michaels,ted michaels
179,0,Ben Johnson,Carne,carne
179,1,Jamie Lee Curtis,Alana Maxwell,alana maxwell
179,2,Hart Bochner,Doc Manley,doc manley
179,3,Sandee Currie,Mitchy,mitchy
179,4,Timothy Webber,Mo,mo
179,5,Derek MacKinnon,Kenny Hampson,kenny hampson
179,6,Anthony Sherwood,Jackson,jackson
179,7,Joy Boushel,Pet,pet
179,8,D.D. Winters,Merry,merry
179,9,Greg Swanson,the Class President,class president
179,10,Howard Busgang,Ed,ed
179,11,David Copperfield,Ken the Magician,ken magician
423,0,George Kennedy,Hal,hal
423,1,Andrew Stevens,David,david
423,2,Starr Andreeff,Sue,sue
423,3,Terri Treas,Linda,linda
423,4,John LaFayette,Andre,andre
423,5,Tommy Hinkley,Neil,neil
423,6,Yvonne Saa,Karen,karen
423,7,Joseph Hardin,Michael,michael
423,8,Al Guarino,John,john
473,0,Andrew Stevens,David,david
473,1,Chick Vennera,Kyle,kyle
473,2,R. Lee Ermey,Von Demming,von demming
473,3,Stella Stevens,Kara,kara
473,4,Burton Gilliam,Dewitt,dewitt
473,5,Barbara Alyn Woods,Sharon,sharon
473,6,Clare Hoak,Ariel,ariel
320,0,Chad Allen,Sherman Putterman,sherman putterman
320,1,Diane Franklin,Suzy Putterman,suzy putterman
320,2,Mary Woronov,Raquel Putterman,raquel putterman
320,3,Gerrit Graham,Stanley Putterman,stanley putterman
320,4,Bert Remsen,Grampa Putterman,grampa putterman
320,5,Jon Gries,O.D.,od
320,6,Jennifer Richards,Medusa,medusa
320,7,Alejandro Rey,Spiro,spiro
320,8,Randi Brooks,Cherry,cherry
320,9,Frank Welker,Hungry Beast Alien,hungry beast alien
320,10,Ian Patrick Williams,Officer Nutky,officer nutky
320,11,Sonny Carl Davis,Norton,norton
320,12,William Paulson,Pluthar,pluthar
320,13,John Leamer,the Chauffeur,chauffeur
68,0,Marilyn Burns,Sally Hardesty,sally hardesty
68,1,Allen Danziger,Jerry,jerry
68,2,Paul A. Partain,Franklin Hardesty,franklin hardesty
68,3,William Vail,Kirk,kirk
68,4,Teri McMinn,Pam,pam
68,5,Edwin Neal,Hitchhiker,hitchhiker
68,6,Jim Siedow,Old Man,old man
68,7,Gunnar Hansen,Leatherface,leatherface
68,8,John Dugan,Grandfather,grandfather
68,9,Robert Courtin,Window Washer,window washer
68,10,William Creamer,Bearded Man,bearded man
68,11,John Henry Faulk,Storyteller,storyteller
68,12,Jerry Green,Cowboy,cowboy
68,13,Ed Guinn,Cattle Truck Driver,cattle truck driver
68,14,Joe Bill Hogan,Drunk,drunk
68,15,Perry Lorenz,Pick Up Driver,pick up driver
1034,0,Alexandra Daddario,Heather Miller,heather miller
1034,1,Tremaine Neverson,Ryan,ryan
1034,2,Tania Raymonde,Nikki,nikki
1034,3,Keram Malicki-Sánchez,Kenny,kenny
1034,4,Shaun Sipos,Darryl,darryl
1034,5,Dan Yeager,Leatherface,leatherface
1034,6,Thom Barry,Sheriff Hooper,sheriff hooper
1034,7,Paul Rae,Burt Hartman,burt hartman
1034,8,Scott Eastwood,Deputy Carl Hartman,deputy carl hartman
1034,9,Bill Moseley,Drayton Sawyer,drayton sawyer
1034,10,Richard Riehle,Farnsworth,farnsworth
1034,11,John Dugan,Grandpa Sawyer,grandpa sawyer
1034,12,David Born,Gavin Miller,gavin miller
1034,13,Marilyn Burns,Verna Carson,verna carson
1034,14,Sue Rock,Arlene Miller,arlene miller
1034,15,Gunnar Hansen,Boss Sawyer,boss sawyer
680,0,Andrew Bryniarski,Thomas Hewitt/Leatherface,thomas hewitt leatherface
680,1,Jessica Biel,Erin,erin
680,2,R. Lee Ermey,Charlie Hewitt Jr. / Sheriff Hoyt,charlie hewitt jr sheriff hoyt
680,3,Eric Balfour,Kemper,kemper
680,4,Jonathan Tucker,Morgan,morgan
680,5,Erica Leerhsen,Pepper,pepper
680,6,Mike Vogel,Andy,andy
680,7,David Dorfman,Jedidiah Hewitt,jedidiah hewitt
680,8,Marietta Marich,Luda Mae Hewitt,luda mae hewitt
680,9,Terrence Evans,Monty Hewitt,monty hewitt
680,10,Heather Kafka,Henrietta Hewitt,henrietta hewitt
680,11,Kathy Lamkin,Tea Lady Hewitt,tea lady hewitt
680,12,Lauren German,Teenage girl hitchhiker,teenage girl hitchhiker
321,0,Dennis Hopper,Lieutenant Boude Enright,lieutenant boude enright
321,1,Caroline Williams,DJ Vanita ''Stretch'' Brock,dj vanita stretch brock
321,2,Jim Siedow,Drayton Sawyer,drayton sawyer
321,3,Bill Johnson,Leatherface,leatherface
321,4,Bill Moseley,Chop Top Sawyer,chop top sawyer
321,6,Judy Kelly,Gourmet Yuppettle,gourmet yuppettle
321,7,Chris Douridas,Gunner,gunner
321,8,Kinky Friedman,Dan Jenkins,dan jenkins
321,9,Dan Jenkins,T.V. Commentator,tv commentator
321,10,John Bloom,Gonzo Moviegoer,gonzo moviegoer
779,0,Jordana Brewster,Chrissie,chrissie
779,1,Taylor Handley,Dean A. Hill,dean a hill
779,2,Diora Baird,Bailey,bailey
779,3,Matt Bomer,Eric Hill,eric hill
779,4,R. Lee Ermey,Charlie Hewitt Jr. / Sheriff Hoyt,charlie hewitt jr sheriff hoyt
779,5,Andrew Bryniarski,Thomas Hewitt/Leatherface,thomas hewitt leatherface
779,6,Terrence Evans,"""Monty"" Hewitt",monty hewitt
779,7,Kathy Lamkin,Tea Lady Hewitt,tea lady hewitt
779,8,Marietta Marich,Luda Mae Hewitt,luda mae hewitt
779,9,Allison Marich,Young Luda Mae,young luda mae
779,10,Leslie Calkins,Sloane,sloane
779,11,Tim De Zarn,Owner of the slaughterhouse,owner of slaughterhouse
779,12,Marcus H. Nelson,Jed,jed
779,13,Lew Temple,Sheriff Winston,sheriff winston
779,14,Cyia Batten,Alex,alex
779,15,Lee Tergesen,Holden,holden
779,16,John Larroquette,Narrator,narrator
515,0,Renée Zellweger,Jenny,jenny
515,1,Matthew McConaughey,Vilmer Sawyer,vilmer sawyer
515,2,Robert Jacks,Leatherface,leatherface
515,3,Tonie Perensky,Darla,darla
515,4,Joe Stevens,W.E. Sawyer,we sawyer
515,5,Lisa Marie Newmyer,Heather,heather
