Movie Index,Title,Year,Plot,Director(s),Star(s),Stripped Title,Horror Wiki Index,Horror Wiki URL
4508,Daughter of Fear,2011.0,"A stylized ""Punk Noir"" thriller that explores the psychological effects of abuse.",Steve Bishart,"Tanya Gorlow, David Reinhart, Don Dailey, Read MacGuirtose",daughter of fear,,
4509,Jezebeth,2011.0,"In the attic of an ancestral home, a devil worshiping sadist, Jezebeth Blandy (Bree Michaels), at war with God, unwittingly discovers a nineteenth century diary that details the summoning ...                See full summary »",Damien Dante,"Bree Michaels, Katie Auerbach, Colleena Corrigan, Galina Emmerich",jezebeth,,
4510,Storyteller of Terror,2011.0,"Domenic Walker was once the number one horror writer in the world. His career was great until his books and movies started to flop. His friends and the media, especially a movie critic by ...                See full summary »",Erik Herrera,"Cody Cowell, Daniel Garza, Elina Madison, LaShell Alexander",storyteller of terror,,
4511,The Millennium Bug,2011.0,"When the Haskin family seeks refuge from Y2K hysteria in the isolated forests of the Sierra Diablos mountains, madness and terror find them there. Abducted by a vicious hillbilly clan, the ...                See full summary »",Kenneth Cran,"John Charles Meyer, Jessica Postrozny, Christine Haeberman, Jon Briddell",millennium bug,,
4512,Celebrity Paranormal Lockdown Presents Broughton School,2011.0,"The Celebrity Paranormal Lockdown crew invite actor Miguel Nunez and Lia Savini (Daughter of Horror Legend Tom Savini) to be locked down overnight in the haunted Broughton School in South Park, Pa.",Anthony Colliano,"Miguel A. Núñez Jr., Anthony Colliano, Lia Savini, John Spina",celebrity paranormal lockdown presents broughton school,,
4513,Hellgate,2011.0,"A western businessman, his Thai wife and son experience a horrible accident while visiting Bangkok. In the aftermath, they find there is a shadow world between life and death where endless darkness lies.",John Penney,"William Hurt, Cary Elwes, Ploy Jindachote, Paula Taylor",hellgate,,
4514,Fugue,2011.0,"After moving in with her boyfriend, a young woman comes to believe her new home is haunted. But when she discovers the last nine months have been wiped from her memory, she must unearth ...                See full summary »",Barbara Stepansky,"Abigail Culwell, Richard Gunn, Erika Bruun-Andersen, Rosemarie Belden",fugue,,
4515,Orcs!,2011.0,"When marauding orcs invade a US National Park, our collective fates lie in the hands of Ranger Cal Robertson and his side-kick, Volunteer Cadet Hobie, who must stop the wave of destruction before the whole world is overrun.",Andrew Black,"Adam Johnson, Maclain Nelson, Renny Grames, Barta Heiner",orcs,,
4516,Bayou Butcher,2011.0,"Four friends take a trip ""down the bayou"", never to return.",Mando Franco,"Charleigh Bryant-Stelly, Edward Cummings, Mando Franco, Richard Lara",bayou butcher,,
4517,Breath of Hate,2011.0,"One last job and Love is out of the erotic escort business. Unfortunately, that final job is for a trio of escaped mental patients who are looking to change the world. One victim at a time.",Sean Cain,"Ezra Buzzington, Jason Mewes, Lauren Walsh, Jack Forcinito",breath of hate,,
4518,The Life Zone,2011.0,Three pregnant women are kidnapped by a mysterious figure and imprisoned in an abandoned hospital.,Rod Weber,"Robert Loggia, Lindsey Haun, Martin Kove, Charles Durning",life zone,,
4519,Beneeth,2011.0,This killing machine goes on a killing spree after his best friend is killed by the police. They chase him and he chases them.,"John Dawson, Sean Spoatcoat Brown","Sean Spoatcoat Brown, Jill Opal Oliver, Desmond Papa Drama Williams, DeAndre King",beneeth,,
4520,The Artifact,2011.0,"Brad stumbles upon a unique find while in an antique store. Not knowing the power it possesses, he inadvertently frees a trapped soul. This ""genie in a bottle"", in fear of remaining trapped...                See full summary »",Michael J Roberts,"Micah Shane Ballinger, Shane Forbes Bates, Laura Crews, Margie Devoles",artifact,,
4521,Spaceship Terror,2011.0,"Open your mind to a horrifying world of cat and mouse as five women and one injured man find terror beyond their wildest nightmares. Marooned on a deserted planet, and picked up by a old ...                See full summary »",Harry Tchinski,"Kristen Springer, Jay Wesley Cochran, Lacey Blair, Stephen Lestat",spaceship terror,,
4522,Apocrypha,2011.0,A woman with amnesia tries to uncover her mysterious past with a newspaper editor as they both develop vampire symptoms.,Michael Fredianelli,"Kat Reichmuth, Michael Fredianelli, Ray Medved, William McMichael",apocrypha,,
4523,Serving Up Richard,2011.0,"Everett and Glory Hutchins live in a typical middle class neighborhood. Maybe your neighborhood. The Hutchins have a ""guestroom"" in their home. It's not exactly a business. It's a hobby. Or...                See full summary »",Henry Olek,"Ross McCall, Susan Priver, Jude Ciccolella, Darby Stanchfield",serving up richard,,
4524,Stab 5,2011.0,"Stab 5 finds the cast of the amateur fan film Stab 4: Fresh Blood under attack, again playing on the reality-within-a-reality of the Stab films and taking it to the next level. After two ...                See full summary »",Joshua Patrick Dudley,"Audrey Marquee, Stephanie Maheu, Jennifer Sue Mallard, Joshua Patrick Dudley",stab 5,,
4525,Bite Marks,2011.0,Truck-driver Brewster takes over his missing brother's delivery of a load of coffins to a funeral home. He picks up hitchhiking gay couple Cary and Vogel whose relationship is in trouble to...                See full summary »,Mark Bessenger,"Windham Beacham, Benjamin Lutz, David Alanson Bradberry, Stephen Geoffreys",bite marks,,
4526,Lunatic Messiah,2011.0,A psychological horror film that delves deep into the human psyche.,Monty W. Maxwell,"Matthew Lengerich, Aysha Aubrey, Tyler Cook, Tom Hart",lunatic messiah,,
4527,Bunnyman,2011.0,A couple of dimwitted teens get chased by a killer dressed in a bunny suit.,Carl Lindbergh,"Cheryl Texiera, Matthew Albrecht, Alaina Gianci, Veronica Wylie",bunnyman,,
4528,The Moleman of Belmont Avenue,2011.0,The Mugg Brothers inherit an apartment building with a monster living in the basement that's eating everything in sight.,"John LaFlamboy, Mike Bradecich","Justin DiGiacomo, Mike Bradecich, John LaFlamboy, Nicholas Barron",moleman of belmont avenue,,
4529,Rehab,2011.0,"A controversial psychiatrist conducts a retreat for patients suffering from severe cases of dissociative personality disorders. The intense, week- long treatment reveals a devious agenda that is more dangerous than their violent psychosis.",Rick Bieber,"Veronica Alicino, Ryan Alosio, Danay Garcia, Gale Harold",rehab,,
4530,Ratline,2011.0,"In a flash of blood-drenched violence, Crystal Brewer's life has taken an unexpected turn. On the run from the law for her part in a gruesome drug-money heist gone wrong, she has become ...                See full summary »",Eric Stanze,"Emily Haack, Jason Christ, Sarah Swofford, Alex Del Monacco",ratline,,
4531,Alien Inhabitant,2011.0,"Mark struggles with drug addiction following the war. An Alien, that only Mark can see, manipulates his will and forces him to commit acts that he cannot recall.",James Howarth,"James Howarth, Eva Swan, Jean Louise O'Sullivan, Brandon Fisher",alien inhabitant,,
4532,Going Under,2011.0,"A drug-dealing teenager tries to break free from the trade before college, but gets dragged back in when a deal goes south.",Carman Spoto,"Matt Dague, Aidan Kreyling, Jennifer Jaclyn Founds, David Durdaller",going under,,
4533,Safe Haven: A Zombie Movie,2011.0,A zombie epidemic is spread through sexually transmitted disease.,Effrem J. Adams,"Ty Madyson, Alexander Tow, Andrew Stegall, Ken Kupstis",safe haven a zombie movie,,
4534,SafeWord,2011.0,"Sabina is trapped with a masked madman with little hope of escape, finding herself in even greater dread the more she tries to get away.",Chris Soth,"Stephanie Edmonds, Daniel Allen Kent, Justus Zimmerman, Jill Evyn",safeword,,
4535,Wisconsin Project X,2011.0,A group of underdogs have to save their small hometown from humanoid monsters before it is too late.,Christian Ackerman,"Christian Ackerman, Danielle Ackerman, Joel Baird, April Depee",wisconsin project x,,
4536,Dar Rang,2011.0,"Four teens go into an abandoned house, but only two come out.",Richard A. Carr,"Tony Armstrong, Ruth Bradford, Paul Bradley, Whitney Brown",dar rang,,
4537,Road Hell,2011.0,"When a horrific accident forces a deeply dysfunctional couple to check into a decrepit motel, a lecherous and deranged desk clerk arranges for them to witness three unholy visions of the ...                See full summary »","Alex Pucci, Pete Jacelone, Draven Gonzalez","Jaclyn Marfuggi, Jim Hazelton, John Link, Austin Dossey",road hell,,
4538,Strange Rooms,2011.0,"The scary, bizarre and strange hauntings that took place in a quiet Hollywood apartment in Southern California.",Randee Bayer-Spittel,"Melissa Allen, Athena Cansino, Susan Carter, Chris Cashman",strange rooms,,
4539,Savage,2011.0,"A blazing fire rips its way through Bear Valley National Park. As the firefighters try to contain it, the animals are being forced out of their habitat including a beast that was better left undiscovered.",Jordan Blum,"Martin Kove, Tony Becker, Lisa Wilcox, Anna Enger Ritch",savage,,
4540,Tower Phi,2011.0,It's a new year. New friends. New relationships. New murders. Tower Phi is known as being the best Fraternity at Tuscola University. But when one of the freshmen recruits is killed in a ...                See full summary »,Kevin Edwin Greene,"Jonny Rigg, Kevin Edwin Greene, Tony Recchia, Tyler Burke",tower phi,,
4541,Hemo,2011.0,Felicia and Calvin are two 'vampires' living in a desolate Long Island where things are tolerable...Until the local blood bank amps up security measures and their hunt for the red stuff ...                See full summary »,Bob Freville,"Duane Bazazian, Steve Dash, Tara Evans, Jake McGee",hemo,,
4542,Knifepoint,2011.0,"On Christmas Eve, two sisters sharing a Venice apartment discover their home is the final target of a brutal gang of criminals led by Jess and his sadistic sister Lorraine.",Jed Strahm,"Krista Braun, Katherine Randolph, Kym Jackson, Andy Mackenzie",knifepoint,,
4543,The Theatre Bizarre,2011.0,"Down a seedy city street in her neighborhood, young Enola Penny is obsessed with what appears to be a long abandoned theatre. One night, she sees that the front door is slightly ajar and ...                See full summary »","Richard Stanley, Tom Savini, Jeremy Kasten, Karim Hussain, David Gregory, Buddy Giovinazzo, Douglas Buck","Udo Kier, Virginia Newcomb, Amanda Marquardt, Amelia Gotham",theatre bizarre,,
4544,Midnight Son,2011.0,"Jacob is a young man in Los Angeles, California who lives a life of isolation by day and works as a security guard by night. This is due to a rare skin disorder developed in his youth that ...                See full summary »",Scott Leberecht,"Zak Kilberg, Maya Parish, Jo D. Jonz, Larry Cedar",midnight son,,
4545,The Dead Inside,2011.0,"While a young couple, a photographer and a horror writer, have run out of creative inspiration, suddenly their life changes when the girl becomes plagued by mysterious forces.",Travis Betz,"Sarah Lassez, Dustin Fasching",dead inside,,
